Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2010,2008.767,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2011,2020.882,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2012,2028.004,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2013,2030.303,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2014,2028.447,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2015,2018.796,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2016,2000.139,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2017,1974.719,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2018,1943.366,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2019,1910.359,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2020,1877.046,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2021,1842.291,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2022,1808.957,Thousands,Persons
Democratic People's Republic of Korea,Youth population from 15 to 24,Male,2023,1779.229,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2005,335.552,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2006,336.847,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2007,335.435,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2008,330.52,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2009,322.273,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2010,309.851,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2011,294.629,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2012,279.57,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2013,265.098,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2014,252.094,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2015,240.38,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2016,229.286,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2017,219.9,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2018,212.856,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2019,208.036,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2020,205.12,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2021,203.524,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2022,202.463,Thousands,Persons
Georgia,Youth population from 15 to 24,Female,2023,202.916,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2005,321.109,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2006,325.944,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2007,328.295,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2008,327.368,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2009,323.315,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2010,314.219,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2011,300.902,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2012,286.888,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2013,273.099,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2014,261.409,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2015,251.598,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2016,242.26,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2017,234.375,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2018,228.62,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2019,224.901,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2020,222.766,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2021,221.53,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2022,220.567,Thousands,Persons
Georgia,Youth population from 15 to 24,Male,2023,221.024,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2005,962.673,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2006,983.466,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2007,1001.478,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2008,1017.655,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2009,1032.298,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2010,1041.082,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2011,1047.887,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2012,1057.029,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2013,1064.702,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2014,1071.14,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2015,1076.99,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2016,1082.732,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2017,1088.004,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2018,1092.96,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2019,1098.158,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2020,1103.617,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2021,1109.008,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2022,1114.062,Thousands,Persons
Haiti,Youth population from 15 to 24,Female,2023,1119.073,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2005,967.471,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2006,987.865,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2007,1005.484,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2008,1021.306,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2009,1035.65,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2010,1045.386,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2011,1053.223,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2012,1062.322,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2013,1070.009,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2014,1076.407,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2015,1082.226,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2016,1087.996,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2017,1093.349,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2018,1098.487,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2019,1103.921,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2020,1109.674,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2021,1115.444,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2022,1120.895,Thousands,Persons
Haiti,Youth population from 15 to 24,Male,2023,1126.276,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2005,784.389,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2006,800.548,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2007,817.207,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2008,834.465,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2009,852.289,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2010,870.364,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2011,888.377,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2012,906.414,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2013,924.783,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2014,943.634,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2015,962.115,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2016,979.171,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2017,994.163,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2018,1006.7,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2019,1016.886,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2020,1025.138,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2021,1031.536,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2022,1035.906,Thousands,Persons
Honduras,Youth population from 15 to 24,Female,2023,1037.975,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2005,814.924,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2006,831.72,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2007,848.976,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2008,866.855,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2009,885.369,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2010,904.248,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2011,923.245,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2012,942.435,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2013,962.013,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2014,982.076,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2015,1001.75,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2016,1019.97,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2017,1036.19,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2018,1049.997,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2019,1061.399,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2020,1070.725,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2021,1077.988,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2022,1083.071,Thousands,Persons
Honduras,Youth population from 15 to 24,Male,2023,1085.738,Thousands,Persons
India,Youth population from 15 to 24,Female,2005,107284.958,Thousands,Persons
India,Youth population from 15 to 24,Female,2006,108758.114,Thousands,Persons
India,Youth population from 15 to 24,Female,2007,110125.432,Thousands,Persons
India,Youth population from 15 to 24,Female,2008,111353.718,Thousands,Persons
India,Youth population from 15 to 24,Female,2009,112427.805,Thousands,Persons
India,Youth population from 15 to 24,Female,2010,113438.379,Thousands,Persons
India,Youth population from 15 to 24,Female,2011,114352.289,Thousands,Persons
India,Youth population from 15 to 24,Female,2012,115188.736,Thousands,Persons
India,Youth population from 15 to 24,Female,2013,116007.16,Thousands,Persons
India,Youth population from 15 to 24,Female,2014,116757.894,Thousands,Persons
India,Youth population from 15 to 24,Female,2015,117527.616,Thousands,Persons
India,Youth population from 15 to 24,Female,2016,118406.082,Thousands,Persons
India,Youth population from 15 to 24,Female,2017,119261.223,Thousands,Persons
India,Youth population from 15 to 24,Female,2018,119944.74,Thousands,Persons
India,Youth population from 15 to 24,Female,2019,120455.231,Thousands,Persons
India,Youth population from 15 to 24,Female,2020,120819.927,Thousands,Persons
India,Youth population from 15 to 24,Female,2021,120991.318,Thousands,Persons
India,Youth population from 15 to 24,Female,2022,120970.413,Thousands,Persons
India,Youth population from 15 to 24,Female,2023,120863.595,Thousands,Persons
India,Youth population from 15 to 24,Male,2005,116452.866,Thousands,Persons
India,Youth population from 15 to 24,Male,2006,118034.269,Thousands,Persons
India,Youth population from 15 to 24,Male,2007,119544.935,Thousands,Persons
India,Youth population from 15 to 24,Male,2008,120956.204,Thousands,Persons
India,Youth population from 15 to 24,Male,2009,122260.232,Thousands,Persons
India,Youth population from 15 to 24,Male,2010,123554.19,Thousands,Persons
India,Youth population from 15 to 24,Male,2011,124775.311,Thousands,Persons
India,Youth population from 15 to 24,Male,2012,125920.639,Thousands,Persons
India,Youth population from 15 to 24,Male,2013,127058.431,Thousands,Persons
India,Youth population from 15 to 24,Male,2014,128141.326,Thousands,Persons
India,Youth population from 15 to 24,Male,2015,129251.953,Thousands,Persons
India,Youth population from 15 to 24,Male,2016,130435.636,Thousands,Persons
India,Youth population from 15 to 24,Male,2017,131524.832,Thousands,Persons
India,Youth population from 15 to 24,Male,2018,132387.913,Thousands,Persons
India,Youth population from 15 to 24,Male,2019,133021.815,Thousands,Persons
India,Youth population from 15 to 24,Male,2020,133434.639,Thousands,Persons
India,Youth population from 15 to 24,Male,2021,133594.289,Thousands,Persons
India,Youth population from 15 to 24,Male,2022,133527.63,Thousands,Persons
India,Youth population from 15 to 24,Male,2023,133354.021,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2005,20922.589,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2006,20860.417,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2007,20788.423,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2008,20702.702,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2009,20639.201,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2010,20631.806,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2011,20698.494,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2012,20807.214,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2013,20910.858,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2014,20990.618,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2015,21070.689,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2016,21146.678,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2017,21214.325,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2018,21283.646,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2019,21344.635,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2020,21410.92,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2021,21490.649,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2022,21587.929,Thousands,Persons
Indonesia,Youth population from 15 to 24,Female,2023,21712.049,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2005,21986.605,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2006,21948.077,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2007,21894.425,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2008,21821.461,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2009,21764.613,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2010,21761.28,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2011,21832.775,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2012,21945.705,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2013,22049.985,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2014,22128.726,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2015,22208.901,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2016,22283.917,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2017,22350.177,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2018,22419.006,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2019,22480.298,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2020,22548.727,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2021,22631.558,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2022,22732.494,Thousands,Persons
Indonesia,Youth population from 15 to 24,Male,2023,22861.042,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2005,8727.18,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2006,8787.898,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2007,8762.734,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2008,8634.52,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2009,8411.859,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2010,8110.821,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2011,7746.097,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2012,7355.85,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2013,6983.523,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2014,6661.595,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2015,6407.414,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2016,6160.777,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2017,5927.392,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2018,5746.105,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2019,5617.876,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2020,5541.833,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2021,5526.743,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2022,5564.107,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Female,2023,5625.425,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2005,8854.232,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2006,8940.838,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2007,8938.022,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2008,8826.982,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2009,8618.413,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2010,8328.916,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2011,7968.212,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2012,7574.407,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2013,7196.498,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2014,6869.752,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2015,6610.796,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2016,6356.157,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2017,6113.743,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2018,5925.962,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2019,5795.739,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2020,5722.994,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2021,5715.833,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2022,5763.975,Thousands,Persons
Iran (Islamic Republic of),Youth population from 15 to 24,Male,2023,5835.371,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2005,2785.783,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2006,2814.745,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2007,2804.09,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2008,2872.537,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2009,2988.146,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2010,3089.873,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2011,3200.711,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2012,3347.607,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2013,3508.36,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2014,3631.231,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2015,3724.852,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2016,3807.555,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2017,3884.274,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2018,3960.68,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2019,4037.235,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2020,4119.104,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2021,4201.255,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2022,4281.033,Thousands,Persons
Iraq,Youth population from 15 to 24,Female,2023,4364.037,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2005,2871.514,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2006,2894.788,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2007,2876.885,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2008,2944.472,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2009,3065.733,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2010,3174.756,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2011,3293.192,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2012,3448.923,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2013,3618.808,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2014,3749.8,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2015,3851.352,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2016,3938.735,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2017,4018.555,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2018,4102.389,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2019,4188.65,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2020,4280.178,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2021,4371.855,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2022,4460.833,Thousands,Persons
Iraq,Youth population from 15 to 24,Male,2023,4552.753,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2005,543.236,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2006,547.266,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2007,550.736,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2008,552.236,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2009,553.026,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2010,554.702,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2011,558.457,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2012,564.125,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2013,570.665,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2014,577.971,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2015,586.105,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2016,595.047,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2017,605.816,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2018,618.994,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2019,632.827,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2020,645.638,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2021,657.058,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2022,668.477,Thousands,Persons
Israel,Youth population from 15 to 24,Female,2023,680.049,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2005,565.271,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2006,569.349,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2007,572.795,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2008,574.101,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2009,574.513,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2010,576.252,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2011,580.601,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2012,586.92,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2013,593.982,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2014,601.732,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2015,610.63,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2016,620.226,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2017,631.377,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2018,644.625,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2019,658.949,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2020,672.807,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2021,685.255,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2022,697.712,Thousands,Persons
Israel,Youth population from 15 to 24,Male,2023,709.95,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2005,6739.729,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2006,6595.841,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2007,6474.604,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2008,6355.007,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2009,6249.11,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2010,6156.009,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2011,6080.185,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2012,6020.818,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2013,5965.131,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2014,5924.727,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2015,5907.949,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2016,5895.709,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2017,5872.167,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2018,5841.646,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2019,5792.432,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2020,5736.455,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2021,5686.429,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2022,5636.975,Thousands,Persons
Japan,Youth population from 15 to 24,Female,2023,5588.142,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2005,7049.516,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2006,6896.69,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2007,6770.43,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2008,6646.007,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2009,6535.559,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2010,6437.673,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2011,6357.812,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2012,6296.531,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2013,6240.579,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2014,6202.22,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2015,6188.057,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2016,6175.748,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2017,6150.231,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2018,6117.989,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2019,6065.166,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2020,6005.114,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2021,5951.506,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2022,5898.958,Thousands,Persons
Japan,Youth population from 15 to 24,Male,2023,5846.697,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2005,545.468,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2006,584.367,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2007,624.074,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2008,641.328,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2009,658.152,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2010,675.785,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2011,695.657,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2012,706.5,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2013,747.927,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2014,827.666,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2015,898.018,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2016,937.271,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2017,952.692,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2018,967.295,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2019,981.484,Thousands,Persons
Jordan,Youth population from 15 to 24,Female,2020,995.095,Thousands,Persons
